onset	duration	sample	value	trial_type
1.316	0.466	658	boundary	boundary
6.561985066	2	3280.9925	go	go
7.016981592	2	3508.4908	cor	cor
7.795985615	2	3897.9928	go	go
8.040985292	2	4020.4926	cor	cor
8.878991207	2	4439.4956	go	go
9.120983457	2	4560.4917	cor	cor
10.04598347	2	5022.9917	ng	ng
10.99598837	2	5497.9942	go	go
11.33698431	2	5668.4922	cor	cor
12.17898337	2	6089.4917	go	go
12.48098334	2	6240.4917	cor	cor
13.12898827	2	6564.4941	go	go
13.44898251	2	6724.4913	cor	cor
14.12898285	2	7064.4914	ng	ng
15.04598652	2	7522.9933	ng	ng
15.28098827	2	7640.4941	err	err
15.94598164	2	7972.9908	ng	ng
16.81198982	2	8405.9949	go	go
17.14498942	2	8572.4947	cor	cor
18.02898181	2	9014.4909	go	go
18.28098205	2	9140.491	cor	cor
19.04598494	2	9522.9925	go	go
19.30498575	2	9652.4929	cor	cor
19.96198279	2	9980.9914	go	go
20.21699046	2	10108.4952	cor	cor
21.22898457	2	10614.4923	ng	ng
22.11199125	2	11055.9956	go	go
22.336985	2	11168.4925	cor	cor
23.37898297	2	11689.4915	go	go
23.62498847	2	11812.4942	cor	cor
24.47898706	2	12239.4935	go	go
24.6969903	2	12348.4952	cor	cor
25.54598992	2	12772.995	go	go
25.88099112	2	12940.4956	cor	cor
26.74598341	2	13372.9917	go	go
27.08098461	2	13540.4923	cor	cor
27.71199105	2	13855.9955	go	go
27.94499119	2	13972.4956	cor	cor
28.84498631	2	14422.4932	go	go
29.18498648	2	14592.4932	cor	cor
29.99499013	2	14997.4951	go	go
30.4009827	2	15200.4913	cor	cor
30.96198348	2	15480.9917	go	go
32.19498826	2	16097.4941	go	go
33.11198187	2	16555.9909	go	go
33.34498202	2	16672.491	cor	cor
34.36198515	2	17180.9926	ng	ng
35.5619887	2	17780.9944	go	go
35.79298725	2	17896.4936	cor	cor
36.76198219	2	18380.9911	go	go
37.06498799	2	18532.494	cor	cor
37.62898614	2	18814.4931	go	go
37.90498545	2	18952.4927	cor	cor
38.64498345	2	19322.4917	go	go
38.89698369	2	19448.4918	cor	cor
39.71198631	2	19855.9932	go	go
39.94498645	2	19972.4932	cor	cor
40.8949813	2	20447.4907	go	go
41.13698361	2	20568.4918	cor	cor
42.02898239	2	21014.4912	go	go
42.32899082	2	21164.4954	cor	cor
43.14498921	2	21572.4946	go	go
44.0289816	2	22014.4908	go	go
44.94498951	2	22472.4948	ng	ng
45.94498408	2	22972.492	ng	ng
46.16798629	2	23083.9931	err	err
46.87898626	2	23439.4931	go	go
47.24798446	2	23623.9922	cor	cor
48.02798425	2	24013.9921	ng	ng
48.28898666	2	24144.4933	err	err
49.2449863	2	24622.4932	go	go
49.53698834	2	24768.4942	cor	cor
50.21198971	2	25105.9949	ng	ng
51.22798701	2	25613.9935	go	go
51.50398632	2	25751.9932	cor	cor
52.3279911	2	26163.9956	go	go
52.62398628	2	26311.9931	cor	cor
53.29498445	2	26647.4922	go	go
54.37799004	2	27188.995	go	go
54.72798814	2	27363.9941	cor	cor
55.62798326	2	27813.9916	go	go
56.54498694	2	28272.4935	go	go
56.77598548	2	28387.9927	cor	cor
57.49498179	2	28747.4909	go	go
58.72798656	2	29363.9933	ng	ng
58.95198455	2	29475.9923	err	err
59.86198766	2	29930.9938	go	go
60.87798496	2	30438.9925	go	go
61.10398454	2	30551.9923	cor	cor
61.8779896	2	30938.9948	go	go
62.12798824	2	31063.9941	cor	cor
62.81198171	2	31405.9909	go	go
63.03198655	2	31515.9933	cor	cor
63.82798908	2	31913.9945	go	go
64.15998285	2	32079.9914	cor	cor
64.96199017	2	32480.9951	go	go
65.22398834	2	32611.9942	cor	cor
66.09498543	2	33047.4927	go	go
66.31298867	2	33156.4943	cor	cor
66.97798205	2	33488.991	go	go
67.22398756	2	33611.9938	cor	cor
68.1949841	2	34097.492	ng	ng
69.27798969	2	34638.9948	go	go
69.50398927	2	34751.9946	cor	cor
87.51098273	2	43755.4914	go	go
87.91998272	2	43959.9914	cor	cor
88.61098682	2	44305.4934	ng	ng
88.83198743	2	44415.9937	err	err
89.71099091	2	44855.4955	go	go
89.95198739	2	44975.9937	cor	cor
90.72798399	2	45363.992	ng	ng
91.71099012	2	45855.4951	go	go
92.01598746	2	46007.9937	cor	cor
92.69498197	2	46347.491	go	go
92.92798211	2	46463.9911	cor	cor
93.96098798	2	46980.494	go	go
94.28798278	2	47143.9914	cor	cor
95.21099125	2	47605.4956	go	go
95.4399882	2	47719.9941	cor	cor
96.37798352	2	48188.9918	go	go
96.63198536	2	48315.9927	cor	cor
97.59498557	2	48797.4928	ng	ng
98.56098314	2	49280.4916	go	go
98.79998808	2	49399.994	cor	cor
99.76098669	2	49880.4933	go	go
100.0399834	2	50019.9917	cor	cor
100.8439822	2	50421.9911	go	go
101.2479833	2	50623.9916	cor	cor
101.9279836	2	50963.9918	go	go
102.1519816	2	51075.9908	cor	cor
103.0109892	2	51505.4946	go	go
103.2399861	2	51619.9931	cor	cor
103.9939853	2	51996.9926	go	go
104.2639898	2	52131.9949	cor	cor
105.1439891	2	52571.9945	go	go
105.455987	2	52727.9935	cor	cor
106.2609816	2	53130.4908	go	go
106.599986	2	53299.993	cor	cor
107.4279839	2	53713.992	go	go
107.7359887	2	53867.9943	cor	cor
108.5439908	2	54271.9954	go	go
108.8719813	2	54435.9907	cor	cor
109.4779829	2	54738.9914	ng	ng
110.5939897	2	55296.9948	ng	ng
111.5439845	2	55771.9923	go	go
111.9039906	2	55951.9953	cor	cor
112.7279854	2	56363.9927	go	go
112.9919851	2	56495.9926	cor	cor
113.6609817	2	56830.4909	go	go
113.9439816	2	56971.9908	cor	cor
114.5939881	2	57296.9941	go	go
114.8319872	2	57415.9936	cor	cor
115.4779906	2	57738.9953	go	go
115.6959837	2	57847.9919	cor	cor
116.7109853	2	58355.4926	ng	ng
117.7779881	2	58888.9941	go	go
118.1759844	2	59087.9922	cor	cor
118.8439852	2	59421.9926	go	go
119.0959854	2	59547.9927	cor	cor
119.9779863	2	59988.9931	go	go
120.1999826	2	60099.9913	cor	cor
121.1939825	2	60596.9912	ng	ng
122.3109851	2	61155.4925	go	go
122.5349831	2	61267.4915	cor	cor
123.1939817	2	61596.9908	go	go
123.5589868	2	61779.4934	cor	cor
124.0939869	2	62046.9934	go	go
125.0939815	2	62546.9907	ng	ng
125.3189853	2	62659.4926	err	err
126.2769865	2	63138.4933	go	go
126.4959855	2	63247.9928	cor	cor
127.4269903	2	63713.4952	go	go
127.7749868	2	63887.4934	cor	cor
128.3439839	2	64171.992	go	go
128.6149843	2	64307.4921	cor	cor
129.2609876	2	64630.4938	ng	ng
129.5429817	2	64771.4908	err	err
130.4109814	2	65205.4907	go	go
130.6469889	2	65323.4945	cor	cor
131.2939881	2	65646.994	go	go
131.5589836	2	65779.4918	cor	cor
132.476983	2	66238.4915	ng	ng
133.7109836	2	66855.4918	go	go
133.9989824	2	66999.4912	cor	cor
134.7769907	2	67388.4953	go	go
135.1909896	2	67595.4948	cor	cor
135.7769853	2	67888.4926	go	go
136.0229908	2	68011.4954	cor	cor
136.6769904	2	68338.4952	go	go
136.9349854	2	68467.4927	cor	cor
137.9269837	2	68963.4918	go	go
138.2869898	2	69143.4949	cor	cor
139.0439863	2	69521.9931	go	go
139.3669879	2	69683.494	cor	cor
140.1439903	2	70071.9952	go	go
140.3829852	2	70191.4926	cor	cor
141.2269859	2	70613.4929	go	go
141.6709887	2	70835.4943	cor	cor
142.1439896	2	71071.9948	go	go
142.3909908	2	71195.4954	cor	cor
143.3269845	2	71663.4923	go	go
143.6629815	2	71831.4908	cor	cor
144.5269881	2	72263.494	go	go
144.7669888	2	72383.4944	cor	cor
145.7439901	2	72871.9951	go	go
146.1349858	2	73067.4929	cor	cor
146.6439853	2	73321.9926	ng	ng
146.9029861	2	73451.493	err	err
147.8269903	2	73913.4952	go	go
149.0439823	2	74521.9912	ng	ng
149.2709877	2	74635.4939	err	err
150.1769876	2	75088.4938	go	go
151.2599832	2	75629.9916	go	go
151.518984	2	75759.492	cor	cor
164.9099896	2	82454.9948	go	go
165.2949905	2	82647.4953	cor	cor
166.0439907	2	83021.9953	go	go
166.9439858	2	83471.9929	go	go
167.1829907	2	83591.4954	cor	cor
168.1939891	2	84096.9945	go	go
169.0939842	2	84546.9921	go	go
170.2269895	2	85113.4948	ng	ng
171.343982	2	85671.991	go	go
172.4269876	2	86213.4938	go	go
173.6439897	2	86821.9948	go	go
173.9349859	2	86967.4929	cor	cor
174.7939835	2	87396.9917	go	go
175.0469895	2	87523.4948	cor	cor
175.8269893	2	87913.4947	go	go
176.7599857	2	88379.9928	go	go
177.9599892	2	88979.9946	go	go
178.2149868	2	89107.4934	cor	cor
179.1929839	2	89596.492	go	go
179.4229867	2	89711.4934	cor	cor
180.3099865	2	90154.9933	go	go
180.550983	2	90275.4915	cor	cor
181.3269897	2	90663.4948	go	go
181.6229848	2	90811.4924	cor	cor
182.5429859	2	91271.4929	go	go
182.8629902	2	91431.4951	cor	cor
183.6599885	2	91829.9942	go	go
183.9829901	2	91991.4951	cor	cor
184.6099833	2	92304.9917	ng	ng
185.7929884	2	92896.4942	ng	ng
186.709982	2	93354.991	go	go
187.0949829	2	93547.4915	cor	cor
187.8269846	2	93913.4923	go	go
188.0789848	2	94039.4924	cor	cor
188.9099902	2	94454.9951	go	go
189.1669894	2	94583.4947	cor	cor
189.9929857	2	94996.4929	go	go
190.2549839	2	95127.4919	cor	cor
191.1269868	2	95563.4934	go	go
191.422982	2	95711.491	cor	cor
192.1929838	2	96096.4919	go	go
192.5109865	2	96255.4933	cor	cor
193.3929874	2	96696.4937	go	go
193.6229902	2	96811.4951	cor	cor
194.5269885	2	97263.4942	ng	ng
194.7829818	2	97391.4909	err	err
195.5429858	2	97771.4929	go	go
195.7829865	2	97891.4932	cor	cor
196.7769863	2	98388.4932	go	go
197.0629836	2	98531.4918	cor	cor
197.8929831	2	98946.4915	go	go
198.1119821	2	99055.991	cor	cor
198.9099862	2	99454.9931	go	go
199.1669854	2	99583.4927	cor	cor
200.0269888	2	100013.4944	go	go
201.1929853	2	100596.4927	go	go
201.5269907	2	100763.4954	cor	cor
