onset	duration	sample	value	trial_type
2.704	0.016	1352	boundary	boundary
9.347587088	2	4673.7935	neu	neu
10.28158926	2	5140.7946	con	con
11.24758684	2	5623.7934	inc	inc
11.73958779	2	5869.7939	cor	cor
12.48158739	2	6240.7937	con	con
12.87559048	2	6437.7952	cor	cor
13.43158224	2	6715.7911	con	con
13.87558506	2	6937.7925	cor	cor
14.41458837	2	7207.2942	inc	inc
14.75558431	2	7377.7922	cor	cor
15.36458322	2	7682.2916	neu	neu
15.65958262	2	7829.7913	cor	cor
16.631585	2	8315.7925	inc	inc
16.9155907	2	8457.7953	cor	cor
17.59758257	2	8798.7913	inc	inc
17.84358808	2	8921.794	cor	cor
18.58158448	2	9290.7922	inc	inc
18.89159084	2	9445.7954	cor	cor
19.74759103	2	9873.7955	con	con
20.09158433	2	10045.7922	cor	cor
20.64758615	2	10323.7931	inc	inc
20.94758452	2	10473.7923	cor	cor
21.8475897	2	10923.7948	con	con
22.14758807	2	11073.794	cor	cor
23.09758292	2	11548.7915	neu	neu
23.41958881	2	11709.7944	cor	cor
23.99758809	2	11998.794	neu	neu
24.36358892	2	12181.7945	cor	cor
24.94758294	2	12473.7915	neu	neu
25.45958982	2	12729.7949	cor	cor
26.06458553	2	13032.2928	con	con
26.41158626	2	13205.7931	cor	cor
27.11458989	2	13557.2949	inc	inc
27.3715891	2	13685.7946	cor	cor
28.06458474	2	14032.2924	inc	inc
28.31558921	2	14157.7946	cor	cor
28.99759115	2	14498.7956	inc	inc
29.34758925	2	14673.7946	cor	cor
30.21458314	2	15107.2916	neu	neu
30.55558913	2	15277.7946	cor	cor
31.09758981	2	15548.7949	neu	neu
31.54758737	2	15773.7937	cor	cor
31.9815822	2	15990.7911	neu	neu
32.3075913	2	16153.7956	cor	cor
33.03158657	2	16515.7933	inc	inc
33.355584	2	16677.792	cor	cor
34.0315912	2	17015.7956	neu	neu
34.33158957	2	17165.7948	cor	cor
35.08158551	2	17540.7928	neu	neu
35.42759047	2	17713.7952	cor	cor
36.14758254	2	18073.7913	inc	inc
36.41958871	2	18209.7944	err	err
37.41458432	2	18707.2922	con	con
37.78758571	2	18893.7929	cor	cor
38.43158745	2	19215.7937	inc	inc
38.67559136	2	19337.7957	cor	cor
39.3305868	2	19665.2934	neu	neu
39.6675896	2	19833.7948	cor	cor
40.29759021	2	20148.7951	con	con
40.63558877	2	20317.7944	cor	cor
41.4805852	2	20740.2926	neu	neu
41.79559053	2	20897.7953	cor	cor
42.53058956	2	21265.2948	inc	inc
42.7955851	2	21397.7926	cor	cor
43.54758264	2	21773.7913	inc	inc
43.8195888	2	21909.7944	err	err
44.53058877	2	22265.2944	con	con
44.95458567	2	22477.2928	cor	cor
45.53058335	2	22765.2917	con	con
45.85958981	2	22929.7949	cor	cor
46.71458417	2	23357.2921	con	con
47.07459026	2	23537.2951	cor	cor
47.6975903	2	23848.7952	con	con
47.98759074	2	23993.7954	cor	cor
48.86458256	2	24432.2913	inc	inc
49.1625894	2	24581.2947	cor	cor
49.74758924	2	24873.7946	neu	neu
50.11458584	2	25057.2929	cor	cor
50.99758246	2	25498.7912	con	con
51.29858666	2	25649.2933	cor	cor
52.04758682	2	26023.7934	neu	neu
52.35458576	2	26177.2929	cor	cor
52.98058317	2	26490.2916	neu	neu
53.33958344	2	26669.7917	cor	cor
54.09758576	2	27048.7929	neu	neu
54.37858404	2	27189.292	cor	cor
55.24758958	2	27623.7948	inc	inc
55.58658392	2	27793.292	cor	cor
56.46459163	2	28232.2958	con	con
56.8195887	2	28409.7944	cor	cor
57.61458539	2	28807.2927	inc	inc
57.97858463	2	28989.2923	cor	cor
58.74759071	2	29373.7954	con	con
59.01859106	2	29509.2955	cor	cor
59.69758556	2	29848.7928	con	con
59.98659023	2	29993.2951	cor	cor
60.83059088	2	30415.2954	con	con
61.25058458	2	30625.2923	cor	cor
61.78058573	2	30890.2929	con	con
62.14658656	2	31073.2933	cor	cor
62.73059064	2	31365.2953	inc	inc
63.16258387	2	31581.2919	cor	cor
63.76458221	2	31882.2911	neu	neu
64.33058196	2	32165.291	cor	cor
64.69758862	2	32348.7943	neu	neu
65.08258955	2	32541.2948	cor	cor
65.78058415	2	32890.2921	neu	neu
66.17158988	2	33085.7949	cor	cor
66.76458606	2	33382.293	con	con
67.06759185	2	33533.7959	cor	cor
67.78058336	2	33890.2917	inc	inc
68.05858427	2	34029.2921	cor	cor
68.66458581	2	34332.2929	inc	inc
69.02658344	2	34513.2917	cor	cor
69.7645899	2	34882.2949	neu	neu
70.21859066	2	35109.2953	cor	cor
70.89758516	2	35448.7926	con	con
71.2105889	2	35605.2944	cor	cor
89.78058473	2	44890.2924	neu	neu
90.24259188	2	45121.2959	cor	cor
90.94758705	2	45473.7935	neu	neu
91.19458833	2	45597.2942	cor	cor
91.94759169	2	45973.7958	inc	inc
92.1945829	2	46097.2915	cor	cor
92.8475868	2	46423.7934	con	con
93.19458754	2	46597.2938	cor	cor
93.79759171	2	46898.7959	inc	inc
94.14658398	2	47073.292	cor	cor
94.66358983	2	47331.7949	neu	neu
94.97058877	2	47485.2944	cor	cor
95.84759065	2	47923.7953	con	con
96.16258592	2	48081.293	cor	cor
96.86358795	2	48431.794	con	con
97.19458596	2	48597.293	cor	cor
98.11359123	2	49056.7956	neu	neu
98.4665867	2	49233.2934	cor	cor
99.263585	2	49631.7925	inc	inc
99.60258939	2	49801.2947	err	err
100.1805887	2	50090.2943	neu	neu
100.7865902	2	50393.2951	cor	cor
101.3965849	2	50698.2924	neu	neu
101.6985849	2	50849.2924	cor	cor
102.3635883	2	51181.7941	con	con
102.642585	2	51321.2925	cor	cor
103.4135826	2	51706.7913	inc	inc
103.6665887	2	51833.2943	cor	cor
104.6305847	2	52315.2923	con	con
104.8825849	2	52441.2924	cor	cor
105.7805885	2	52890.2942	neu	neu
106.0345903	2	53017.2952	cor	cor
106.6635851	2	53331.7925	con	con
106.946585	2	53473.2925	cor	cor
107.7805877	2	53890.2938	neu	neu
108.0585886	2	54029.2943	cor	cor
108.6965855	2	54348.2928	neu	neu
108.9705832	2	54485.2916	cor	cor
109.8465894	2	54923.2947	neu	neu
110.1545841	2	55077.292	cor	cor
111.0805899	2	55540.2949	inc	inc
111.5385838	2	55769.2919	cor	cor
112.2805834	2	56140.2917	inc	inc
112.6585838	2	56329.2919	cor	cor
113.5465894	2	56773.2947	con	con
113.8345882	2	56917.2941	cor	cor
114.6135822	2	57306.7911	inc	inc
114.8905873	2	57445.2937	cor	cor
115.8305843	2	57915.2921	neu	neu
116.0745882	2	58037.2941	cor	cor
116.9465911	2	58473.2955	inc	inc
117.1865918	2	58593.2959	cor	cor
118.1635831	2	59081.7915	inc	inc
118.4345834	2	59217.2917	cor	cor
119.2305859	2	59615.293	neu	neu
120.2635918	2	60131.7959	neu	neu
120.5305889	2	60265.2945	cor	cor
121.1465884	2	60573.2942	inc	inc
121.4345872	2	60717.2936	cor	cor
122.0305909	2	61015.2954	con	con
122.2665884	2	61133.2942	err	err
123.1805846	2	61590.2923	con	con
123.4505892	2	61725.2946	cor	cor
124.3965909	2	62198.2954	neu	neu
124.7385826	2	62369.2913	err	err
125.6305914	2	62815.2957	inc	inc
126.5465893	2	63273.2946	neu	neu
127.6305907	2	63815.2953	con	con
128.680585	2	64340.2925	inc	inc
129.6805896	2	64840.2948	con	con
129.8985828	2	64949.2914	cor	cor
130.7635851	2	65381.7926	neu	neu
131.8965905	2	65948.2952	inc	inc
132.2025836	2	66101.2918	cor	cor
132.8135841	2	66406.792	con	con
133.0745865	2	66537.2932	cor	cor
133.9635879	2	66981.7939	con	con
134.2265919	2	67113.2959	cor	cor
134.8305918	2	67415.2959	con	con
135.2665883	2	67633.2941	cor	cor
135.9465886	2	67973.2943	inc	inc
136.4905909	2	68245.2954	err	err
137.1965919	2	68598.2959	con	con
138.1385904	2	69069.2952	cor	cor
138.4135839	2	69206.7919	inc	inc
139.39659	2	69698.295	inc	inc
140.613582	2	70306.791	neu	neu
140.9145862	2	70457.2931	cor	cor
141.5795896	2	70789.7948	con	con
141.8985881	2	70949.2941	cor	cor
142.8135902	2	71406.7951	con	con
143.0745825	2	71537.2913	cor	cor
144.0795861	2	72039.7931	con	con
144.3145879	2	72157.2939	cor	cor
145.1965887	2	72598.2944	neu	neu
145.4265915	2	72713.2957	cor	cor
146.4135908	2	73206.7954	inc	inc
146.6985822	2	73349.2911	err	err
147.5965858	2	73798.2929	inc	inc
147.8665903	2	73933.2952	cor	cor
148.7295911	2	74364.7955	neu	neu
149.1305847	2	74565.2923	cor	cor
149.9135919	2	74956.796	neu	neu
150.185588	2	75092.794	cor	cor
150.7965885	2	75398.2943	inc	inc
151.0735836	2	75536.7918	cor	cor
151.6795851	2	75839.7926	con	con
151.9775819	2	75988.791	cor	cor
152.9465869	2	76473.2935	inc	inc
153.8635906	2	76931.7953	con	con
154.2015892	2	77100.7946	cor	cor
172.9295906	2	86464.7953	con	con
173.7375826	2	86868.7913	cor	cor
173.9465837	2	86973.2918	neu	neu
174.353582	2	87176.791	cor	cor
175.079589	2	87539.7945	con	con
175.5375829	2	87768.7914	err	err
176.3125837	2	88156.2918	neu	neu
176.6895883	2	88344.7941	cor	cor
177.2625886	2	88631.2943	neu	neu
177.5295857	2	88764.7929	cor	cor
178.146591	2	89073.2955	inc	inc
178.4735859	2	89236.7929	cor	cor
179.0465862	2	89523.2931	neu	neu
