onset	duration	sample	trial_type
1.328	0.456	664	boundary
6.583959767	2	3291.9799	go
7.321966225	2	3660.9831	cor
7.783963317	2	3891.9817	ng
8.650967264	2	4325.4836	go
8.961959341	2	4480.9797	cor
9.683963069	2	4841.9815	go
10.0179685	2	5008.9842	cor
10.6839677	2	5341.9839	go
10.94596588	2	5472.9829	cor
11.85095997	2	5925.48	go
12.09796124	2	6048.9806	cor
12.98396529	2	6491.9826	go
13.20996487	2	6604.9824	cor
14.20096734	2	7100.4837	go
14.44196382	2	7220.9819	cor
15.10096245	2	7550.4812	go
15.37796759	2	7688.9838	cor
16.2839675	2	8141.9838	go
16.60196015	2	8300.9801	cor
17.25096085	2	8625.4804	go
17.52196119	2	8760.9806	cor
18.13396753	2	9066.9838	go
18.42595951	2	9212.9798	cor
19.36696225	2	9683.4811	ng
20.61696553	2	10308.4828	go
20.85796201	2	10428.981	cor
21.78396785	2	10891.9839	go
22.85096065	2	11425.4803	go
23.11396466	2	11556.9823	cor
24.0509642	2	12025.4821	go
24.30596181	2	12152.9809	cor
25.30096748	2	12650.4837	go
26.1839641	2	13091.982	go
26.44096331	2	13220.4817	cor
27.2169599	2	13608.48	go
27.45696061	2	13728.4803	cor
28.14996631	2	14074.9832	go
28.44096252	2	14220.4813	cor
29.21695911	2	14608.4796	ng
30.18396252	2	15091.9813	go
31.24995955	2	15624.9798	go
32.33396091	2	16166.9805	ng
33.56696569	2	16783.4828	go
33.9129606	2	16956.4803	cor
34.5999615	2	17299.9807	go
34.8969625	2	17448.4813	cor
35.53396367	2	17766.9818	go
35.79296448	2	17896.4822	cor
36.58396804	2	18291.984	ng
37.7169633	2	18858.4817	go
37.95296081	2	18976.4804	cor
38.84995856	2	19424.9793	go
39.08096717	2	19540.4836	cor
39.8669617	2	19933.4808	go
40.1129672	2	20056.4836	cor
41.03296825	2	20516.4841	go
41.28096529	2	20640.4826	cor
42.03296282	2	21016.4814	go
42.2969626	2	21148.4813	cor
43.19996514	2	21599.9826	ng
43.52096521	2	21760.4826	err
44.24995945	2	22124.9797	go
44.62496244	2	22312.4812	cor
45.4669615	2	22733.4807	go
45.7849642	2	22892.4821	cor
46.64996655	2	23324.9833	ng
47.84996004	2	23924.98	go
48.12896677	2	24064.4834	cor
48.78296644	2	24391.4832	go
49.08895955	2	24544.4798	cor
49.99996849	2	24999.9842	go
50.30496583	2	25152.4829	cor
51.26596444	2	25632.9822	go
51.52896845	2	25764.4842	cor
52.26696485	2	26133.4824	ng
53.44995984	2	26724.9799	go
53.71296384	2	26856.4819	cor
54.41596747	2	27207.9837	go
54.74496388	2	27372.4819	cor
55.29995986	2	27649.9799	ng
56.49996341	2	28249.9817	ng
57.5999675	2	28799.9838	go
58.01696383	2	29008.4819	cor
58.58296358	2	29291.4818	go
58.92096215	2	29460.4811	cor
59.58296821	2	29791.4841	ng
60.54996156	2	30274.9808	ng
61.56595887	2	30782.9794	go
61.96896412	2	30984.4821	cor
62.81596214	2	31407.9811	go
63.32896479	2	31664.4824	cor
63.84896801	2	31924.484	go
64.26396274	2	32131.9814	cor
65.06596	2	32532.98	go
65.39195904	2	32695.9795	cor
65.96596518	2	32982.9826	go
66.27996468	2	33139.9823	cor
66.93296858	2	33466.4843	go
67.26396658	2	33631.9833	cor
67.84896643	2	33924.4832	go
68.15996856	2	34079.9843	cor
69.06596848	2	34532.9842	go
69.44796198	2	34723.981	cor
70.13296128	2	35066.4806	go
70.48796841	2	35243.9842	cor
84.01596785	2	42007.9839	go
84.43196841	2	42215.9842	cor
85.18196435	2	42590.9822	go
85.47996112	2	42739.9806	cor
86.33196817	2	43165.9841	go
86.58396841	2	43291.9842	cor
87.4489607	2	43724.4804	go
87.73596377	2	43867.9819	cor
88.69896398	2	44349.482	ng
89.69895855	2	44849.4793	go
90.01596549	2	45007.9827	cor
90.93196333	2	45465.9817	go
91.20796264	2	45603.9813	cor
92.0159647	2	46007.9823	ng
92.98196227	2	46490.9811	go
93.24796365	2	46623.9818	cor
94.09896486	2	47049.4824	go
94.33596821	2	47167.9841	cor
95.23196013	2	47615.9801	go
95.52796536	2	47763.9827	cor
96.44896218	2	48224.4811	go
96.76796065	2	48383.9803	cor
97.64896573	2	48824.4829	go
98.02395866	2	49011.9793	cor
98.6489603	2	49324.4802	ng
99.73196589	2	49865.9829	go
100.0079652	2	50003.9826	cor
100.6989592	2	50349.4796	go
101.0079598	2	50503.9799	cor
101.6649669	2	50832.4834	go
101.9039618	2	50951.9809	cor
102.9319586	2	51465.9793	go
103.2879615	2	51643.9807	cor
103.8819635	2	51940.9818	go
104.1999662	2	52099.9831	cor
104.8149598	2	52407.4799	go
105.1519626	2	52575.9813	cor
106.0489604	2	53024.4802	go
106.3039681	2	53151.984	cor
107.3149664	2	53657.4832	go
107.6319633	2	53815.9816	cor
108.4649602	2	54232.4801	ng
109.5149645	2	54757.4823	go
109.7759669	2	54887.9835	cor
110.6489656	2	55324.4828	go
111.0079659	2	55503.9829	cor
111.6319617	2	55815.9808	go
112.0079605	2	56003.9802	cor
112.8149667	2	56407.4834	go
113.1519595	2	56575.9797	cor
113.7489589	2	56874.4794	ng
114.9149654	2	57457.4827	go
115.174962	2	57587.481	cor
116.0479607	2	58023.9803	go
116.3029683	2	58151.4842	cor
117.1149635	2	58557.4818	ng
118.3479683	2	59173.9842	ng
118.5689589	2	59284.4794	err
119.2479634	2	59623.9817	go
119.5749683	2	59787.4842	cor
120.3819645	2	60190.9823	go
120.7109609	2	60355.4805	cor
121.3479621	2	60673.9811	go
121.630962	2	60815.481	cor
122.2649658	2	61132.4829	ng
123.4149595	2	61707.4798	ng
124.6149631	2	62307.4815	go
124.9189647	2	62459.4823	cor
125.4979597	2	62748.9799	go
125.8069602	2	62903.4801	cor
126.4819616	2	63240.9808	go
126.8789621	2	63439.481	cor
127.6819652	2	63840.9826	ng
128.8479617	2	64423.9808	go
129.2069619	2	64603.481	cor
129.9979655	2	64998.9827	go
130.3189655	2	65159.4828	cor
131.0479598	2	65523.9799	go
131.3429592	2	65671.4796	cor
132.1979636	2	66098.9818	go
132.4389601	2	66219.48	cor
133.281965	2	66640.9825	go
133.5109619	2	66755.481	cor
134.4479615	2	67223.9807	go
134.7189618	2	67359.4809	cor
135.3479666	2	67673.9833	go
135.6309665	2	67815.4833	cor
136.5819672	2	68290.9836	ng
136.8869645	2	68443.4823	err
137.6319615	2	68815.9807	go
137.9429636	2	68971.4818	cor
138.7319656	2	69365.9828	go
139.1429672	2	69571.4836	cor
139.6979632	2	69848.9816	go
140.1199685	2	70059.9843	cor
140.5819656	2	70290.9828	go
140.9029657	2	70451.4828	cor
141.6979624	2	70848.9812	go
142.0869665	2	71043.4832	cor
142.8319635	2	71415.9817	ng
143.9819673	2	71990.9836	go
144.3349627	2	72167.4814	cor
144.8979651	2	72448.9826	go
145.2869592	2	72643.4796	cor
145.9319668	2	72965.9834	go
146.2869638	2	73143.4819	cor
146.9319613	2	73465.9807	go
147.2389603	2	73619.4801	cor
148.0479682	2	74023.9841	go
148.374963	2	74187.4815	cor
162.4479605	2	81223.9802	go
162.878968	2	81439.484	cor
163.5149633	2	81757.4817	go
163.8309644	2	81915.4822	cor
164.5649677	2	82282.4838	go
164.8549681	2	82427.4841	cor
165.5309653	2	82765.4826	go
165.8069646	2	82903.4823	cor
166.6479679	2	83323.9839	go
166.9349609	2	83467.4804	cor
167.8309628	2	83915.4814	go
168.1109654	2	84055.4827	cor
168.9149642	2	84457.4821	ng
169.9649686	2	84982.4843	ng
170.9649631	2	85482.4816	go
171.2389609	2	85619.4804	cor
171.9149681	2	85957.484	go
172.2149664	2	86107.4832	cor
172.9649624	2	86482.4812	go
173.2389601	2	86619.48	cor
173.847959	2	86923.9795	go
174.1669675	2	87083.4838	cor
174.7809654	2	87390.4827	go
175.0869686	2	87543.4843	cor
175.897968	2	87948.984	go
176.150964	2	88075.482	cor
177.1479612	2	88573.9806	go
177.3909593	2	88695.4796	cor
178.0149651	2	89007.4826	go
178.2869613	2	89143.4806	cor
179.0479609	2	89523.9805	go
179.3029586	2	89651.4793	cor
180.147965	2	90073.9825	go
180.4069658	2	90203.4829	cor
181.33096	2	90665.48	go
181.5509649	2	90775.4824	cor
182.3809644	2	91190.4822	go
182.6229667	2	91311.4834	cor
183.2979681	2	91648.984	go
183.6309677	2	91815.4838	cor
184.4809631	2	92240.4815	go
184.8389676	2	92419.4838	cor
185.430968	2	92715.484	go
185.7429659	2	92871.4829	cor
186.447961	2	93223.9805	go
186.7189614	2	93359.4807	cor
187.6809658	2	93840.4829	ng
188.6979589	2	94348.9794	go
189.2229611	2	94611.4805	cor
189.8809639	2	94940.482	go
190.2549611	2	95127.4806	cor
190.9639595	2	95481.9797	ng
192.2309613	2	96115.4806	go
192.6549682	2	96327.4841	cor
193.2309659	2	96615.4829	go
193.502962	2	96751.481	cor
194.2639617	2	97131.9808	go
194.6069592	2	97303.4796	cor
195.3809643	2	97690.4821	go
195.766961	2	97883.4805	cor
196.4639598	2	98231.9799	go
196.7829684	2	98391.4842	cor
197.6309621	2	98815.4811	go
197.94296	2	98971.48	cor
198.8139672	2	99406.9836	ng
199.0309646	2	99515.4823	err
200.0479677	2	100023.9839	go
200.5099648	2	100254.9824	cor
200.9309644	2	100465.4822	go
201.2629682	2	100631.4841	cor
201.8809592	2	100940.4796	go
202.2459643	2	101122.9821	cor
202.8469668	2	101423.4834	ng
203.8469614	2	101923.4807	go
204.2139681	2	102106.984	cor
205.046965	2	102523.4825	go
205.3019626	2	102650.9813	cor
206.263967	2	103131.9835	go
206.5339615	2	103266.9808	cor
207.446962	2	103723.481	go
207.8459641	2	103922.982	cor
208.6639641	2	104331.982	go
208.9579677	2	104478.9838	cor
209.846959	2	104923.4795	go
210.1099631	2	105054.9815	cor
210.8809607	2	105440.4803	go
211.1499594	2	105574.9797	cor
211.9469678	2	105973.4839	go
212.2059686	2	106102.9843	cor
213.196961	2	106598.4805	ng
213.4459639	2	106722.9819	err
214.4469643	2	107223.4821	go
215.3469594	2	107673.4797	ng
216.5639614	2	108281.9807	ng
217.529959	2	108764.9795	go
217.909961	2	108954.9805	cor
218.5639607	2	109281.9803	ng
219.7469657	2	109873.4829	ng
220.7799615	2	110389.9808	go
221.1899673	2	110594.9837	cor
221.9299653	2	110964.9827	go
222.23796	2	111118.98	cor
222.9799596	2	111489.9798	go
223.2859628	2	111642.9814	cor
224.029964	2	112014.982	go
224.3419619	2	112170.9809	cor
224.9469677	2	112473.4838	ng
226.1639597	2	113081.9798	go
226.405962	2	113202.981	cor
240.2969649	2	120148.4824	go
240.8539625	2	120426.9812	cor
241.279961	2	120639.9805	go
241.6459618	2	120822.9809	cor
242.2969641	2	121148.482	go
242.5739592	2	121286.9796	cor
243.2299604	2	121614.9802	ng
244.2139623	2	122106.9812	go
244.5819648	2	122290.9824	cor
245.4129601	2	122706.48	ng
246.279964	2	123139.982	ng
247.462959	2	123731.4795	go
247.8139629	2	123906.9815	cor
248.6129628	2	124306.4814	go
249.0219628	2	124510.9814	cor
249.6799657	2	124839.9828	go
250.0859683	2	125042.9842	cor
250.6799603	2	125339.9801	go
251.021962	2	125510.981	cor
251.7629659	2	125881.4829	go
252.0859675	2	126042.9838	cor
252.9799679	2	126489.984	go
253.3179665	2	126658.9832	cor
254.1799614	2	127089.9807	ng
255.262967	2	127631.4835	go
255.7259598	2	127862.9799	cor
256.3299598	2	128164.9799	go
256.7259645	2	128362.9822	cor
257.2469635	2	128623.4817	go
257.5819647	2	128790.9823	cor
258.4799682	2	129239.9841	go
258.7579591	2	129378.9795	cor
259.7299615	2	129864.9807	go
260.0539589	2	130026.9795	cor
260.7969643	2	130398.4822	go
261.1099681	2	130554.984	cor
261.7969589	2	130898.4795	go
262.0779672	2	131038.9836	cor
263.0129652	2	131506.4826	go
263.3259589	2	131662.9794	cor
263.9129603	2	131956.4801	go
264.2219608	2	132110.9804	cor
264.8969622	2	132448.4811	go
265.1419619	2	132570.9809	cor
265.8799683	2	132939.9842	go
266.1339601	2	133066.9801	cor
266.8799629	2	133439.9815	go
267.1259684	2	133562.9842	cor
268.096965	2	134048.4825	go
268.3659637	2	134182.9819	cor
269.0299613	2	134514.9807	ng
269.2939611	2	134646.9805	err
269.9969647	2	134998.4824	go
270.3259611	2	135162.9806	cor
271.2629607	2	135631.4803	go
271.5819591	2	135790.9796	cor
272.3969618	2	136198.4809	go
272.76596	2	136382.98	cor
273.3299682	2	136664.9841	ng
274.3299627	2	137164.9814	go
274.6459638	2	137322.9819	cor
275.5129678	2	137756.4839	go
275.8459674	2	137922.9837	cor
276.4129629	2	138206.4815	go
276.7179602	2	138358.9801	cor
277.3299666	2	138664.9833	ng
278.3129627	2	139156.4813	go
278.5899678	2	139294.9839	cor
279.3459685	2	139672.9843	go
279.6769665	2	139838.4833	cor
280.545962	2	140272.981	go
280.8049628	2	140402.4814	cor
281.5459666	2	140772.9833	go
281.8059632	2	140902.9816	cor
282.4959615	2	141247.9807	go
282.7409612	2	141370.4806	cor
283.6129641	2	141806.482	go
283.8689675	2	141934.4838	cor
284.8299661	2	142414.9831	go
285.8799604	2	142939.9802	ng
286.1009611	2	143050.4805	err
286.8129668	2	143406.4834	go
287.1329611	2	143566.4805	cor
288.0129603	2	144006.4802	go
288.413964	2	144206.982	cor
289.1959654	2	144597.9827	ng
290.112959	2	145056.4795	go
290.3969647	2	145198.4824	cor
291.0459654	2	145522.9827	ng
292.2299662	2	146114.9831	go
292.5169592	2	146258.4796	cor
293.3129618	2	146656.4809	go
293.7489683	2	146874.4841	cor
294.2959679	2	147147.984	go
294.6129648	2	147306.4824	cor
295.2459627	2	147622.9814	go
295.5729676	2	147786.4838	cor
296.3459668	2	148172.9834	go
296.6609621	2	148330.4811	cor
297.3299587	2	148664.9793	ng
298.579962	2	149289.981	go
298.8369612	2	149418.4806	cor
299.5459595	2	149772.9798	go
299.9649675	2	149982.4838	cor
300.6129624	2	150306.4812	ng
301.6459683	2	150822.9841	go
301.9169585	2	150958.4793	cor
302.8459618	2	151422.9809	go
303.2689629	2	151634.4814	cor
316.6459674	2	158322.9837	go
317.0609621	2	158530.4811	cor
317.7289629	2	158864.4815	go
318.0369677	2	159018.4838	cor
318.9629635	2	159481.4817	go
319.2529639	2	159626.4819	cor
319.928961	2	159964.4805	go
320.1889677	2	160094.4838	cor
321.1629616	2	160581.4808	go
321.428963	2	160714.4815	cor
322.095968	2	161047.984	go
322.4529667	2	161226.4833	cor
323.0629613	2	161531.4807	go
323.380964	2	161690.482	cor
324.1459669	2	162072.9835	ng
325.2959607	2	162647.9803	go
325.6689621	2	162834.481	cor
326.3129638	2	163156.4819	ng
327.3959594	2	163697.9797	go
327.7329622	2	163866.4811	cor
328.6459626	2	164322.9813	go
328.9889602	2	164494.4801	cor
329.6629658	2	164831.4829	go
330.0209602	2	165010.4801	cor
